adjusted_labels,cleaned_text
9,the staff were so lovely from reception to housekeeping all so willing to offer a smile and a hello it so close to earl court tube station so easy to get around the city nothing everything wa perfect
9,comfortable and quiet room in good proximity to transportation the attached restaurant wa outstanding the gym on site wa a bit out of date
9,the staff were so friendly allowed u to check in early with a free upgrade отрицательный отзыв отсутствует
9,convenient to the underground отрицательный отзыв отсутствует
9,friendly and welcoming staff there is a lift so youre not struggling with luggage up and down stair great breakfast tea coffee biscuit and toiletry provided wall are a little thin you can hear people talking from the room next door
9,quality staff clean great food and beverage at very reasonable price highly recommended xero
9,the staff wa so kind and helpful they definitely helped to make it an exceptional experience отрицательный отзыв отсутствует
9,the staff were amazing they went over and above our expectation and set out our room special a it wa our wedding anniversary i didnt have anything negative to raise
9,the staff were veer polite they called u a taxi and it wa double the price of a cab
9,great location and confy hotel отрицательный отзыв отсутствует
9,service 
9,nice staff all over nice smell of the hotel service wa superb отрицательный отзыв отсутствует
9,friendly and helpful staff hotel wa quiet clean and well connected 2 min walk to earl court tube i stayed the night before a long haul flight from heathrow and wa able to get the piccadilly line straight to heathrow from the station with my big suitcase which wa great good value for central london отрицательный отзыв отсутствует
9,great location and great facility отрицательный отзыв отсутствует
9,may i confirm that anna max rencila faheem mujahid vikram are outstanding member of staff who honestly deserve the best from their employer including being given the opportunity to develop further within the company and pay increase a soon a possible these dear individual work extremely hard and to u stop at nothing kind regard erla snhlm axelsdttir jn kristinn snhlm absolutely nothing
9,we have stayed at this hotel three time now it never disappoints very professional staff are always willing to make our stay unforgettable by giving u a free upgrade impeccably clean room and bathroom comfortable bed and beautiful dcor are ideal for a good night sleep cant fault anything
9,clean facility friendly staff good food room spacious and well equipped would like a clock in the room
3,good location able to hop on the tube into town very easily the bar wa reasonably priced and although we didnt eat at the hotel the menu looked good and reasonably priced too our room wa in the basement reception forgot to tell u how to turn the bedside lamp onoff when we arrived something they usually do apparently so we ended up removing the bulb
9,everything wa very clean and the staff were exceptional nothing
9,everything i liked the location staff and quality of the room i only stayed one night but wished it wa longer the staff treated me well and upgraded my room the bath facilitates wa great and had a good cup of tea in my room originally i booked my stay for 7 may 2023 but had to change the date to the 21 st the rate for may 17 th wa 118 compared to 140 for the 21 st my stay wa still worth the money that wa the only negative i can think of
9,location room service comfort 
9,feel like home when i stay there nothing apart from i want to stay longer
9,amazing staff room were very clean loved it all
9,lovely stay a always thank you for everything отрицательный отзыв отсутствует
9,very friendly staff very clean room great location easy accessible to gloucester road station we would definitely recommend visiting very clean
9,the room wa lovely and clean it wa a bit further away from harrod than i thought it would be
9,this hotel wa perfect i will definitely be back excellent location and excellent staff отрицательный отзыв отсутствует
9,location nothing
9,all of it great location great stuff amazing bed отрицательный отзыв отсутствует
9,the reception is beautiful and the room are clean spacious and modern it wa super close to lot of restaurant bar etc and the tube station nothing
9,bed wa comfortable everything wa clean and lot of space they loaned u umbrella because it wa raining i came home a little drunk one night and the door man wa very helpful everything wa great
5,room felt very small not a lot of space small room
9,breakfast wa excellent the staff were so wonderful helpful and nothing wa ever too hard to help ari wa amazing we will be telling friend and family to stay here great location clean affordable and the experience wa so positive we will be back 
5,the location wa ideal and staff wa very friendly we stayed in a room with no window no wifi
9,very quiet hotel just about a block from the earl court tube station the room wa larger than others weve stayed in when visiting london staff is friendly and helpful отрицательный отзыв отсутствует
9,small cosy and clean room good location i would definitely can stay in every time i go to london nothing everything wa great
5,breakfast wa good good selection expected a better choice of menu in restaurant just indian and pizza and burger photo and description of restaurant rather deceiving and bar closed at 10 pm disappointing after getting back from theatre restaurant and bar area not very interesting no atmosphere
9,the man at receptionvikram made u feel more than welcome when we arrived strongly recommended the indian restaurant on site which wa very very good 
9,lovely friendly staff отрицательный отзыв отсутствует
9,i recently had the pleasure of staying at the park grand london kensington and wa blown away by the exceptional service i received from the moment i arrived the staff made me feel comfortable and welcome i wa even given an upgraded room which wa spacious and beautifully designed what really stood out however wa the exceptional service provided by every member of the staff they were friendly attentive and truly went above and beyond to ensure that i had a comfortable and enjoyable stay the hotel facility were also fantastic with an excellent restaurant overall i cant recommend the park grand london kensington highly enough and ill certainly be returning for my future stay i must have a special mention to zara jaheem and anna truly a 5 star service all around thank you 
9,we have stayed here previously and were hoping the experience would be equally a enjoyable and they didnt disappoint location is excellent the room wa a good size for london it wa neat clean and the bed offered a good night sleep the staff are very courteous and professional ali wa very attentive we appreciate his time effort to make our stay a positive one we cant fault this property and experience
9,everything i enjoyed my stay nothing
9,very clean room comfortable bed excellent service and friendly helpful staff even a call on arrival to room to ask if we were happy with everything breakfast wa excellent nothing
9,location staff and room polite helpful and informative staff on reception отрицательный отзыв отсутствует
9,it wa close to the underground so great location and really nice room nothing
9,perfect location good service well equipped room ot wa nice to get some wine and soft drink in the room everything wa amazing
9,location wa great with a short walk to earl court train station easy to manage with luggage a train station ha a lift staff were very friendly and helpful room wa very clean and comfortable hotel ha a lift wa very quiet отрицательный отзыв отсутствует
9,everything our suite wa amazing could not fault it
9,great location nice room with great little extra touch отрицательный отзыв отсутствует
9,valve for money breakfast wa amazing staff very friendly extremely helpful nil
9,service we were met by maria and zara everything within walking distance quiet area although it is the center of the city cozy clean definitely recommend отрицательный отзыв отсутствует
9,great location lovely hotel the staff were so friendly from the moment we arrived they surprised u with chocolate and refreshment in the room a we were friend celebrating a special birthday they made u feel very welcome ali in reception wa extremely helpful and couldnt do enough for u отрицательный отзыв отсутствует
9,our stay at the park grand in kensington wa exceptional it is very well located 5 minute from the earl court metro you can reach the main touristic place very quickly the hotel is in a quiet street ha an indian restaurant where we dined the food and service were very good the room wa very clean and well equipped with free water tee and coffee at the reception you have also water tee and coffee free of charge available the hotel staff wa exceptional cared about small detail that denote a high sense of customer service we felt very welcome at the park grand and our stay exceeded our expectation special thanks to the reception team anna mariia maxim and ali we really appreciated your dedication at all time if we come back to london we will for sure stay again at the park grand everything wa perfect
9,the staff were very nice and helpful everything wa just perfect i will definitely recommend it to my friend thanks nothing so far a i said the hotel is just perfect and in a good location
9,the hotel is only couple block from earl court underground station you can get from heathrow to there and anywhere in the city so easy also the room wa a good size and comfortable the front desk staff is very helpful they will answer any question and try to accommodate any request that they can the room were a bit hot at night we were supposed to be able to control the temperature in our room but that didnt seem to work
9,we loved everything about this hotel it wa super close to the metro the first bonus the bed wa wonderful and so comfortable the breakfast at 1295 wa well worth the money and the staff who take care of you in this restaurant are wonderful a well this wa our second stay here during our two month vacation the first few day we stayed and discovered how convenient it wa and we liked the staff so we decided to stay there our last week a well we would stay here again in a heartbeat thanks to all the staff who took care of u from the bell boy the desk staff the cleaning staff and the waiter in the restaurant we had no complaint
9,great hotel it wa fine
9,great sized room with every thing you need for a relaxing break or like me travel for work i always use this hotel team are very friendly and are happy to go that extra mile for you nothing such a wonderful place to work from when im in london feel like a home from home
9,the staff were so helpful and kind the location is great and excellent breakfast on offer daily i would recommend this hotel to friend and family 
9,location and friendliness nothing
9,staff were so friendly and helpful room were spacious and reasonably priced location is super central tube station is less than a 5 min walk way отрицательный отзыв отсутствует
9,the room wa a very nice room location wa only block to earl court tube which we used for traveling all over london the staff wa exceptional especially the manager giles he made it feel like home and bent over backwards to help u in every way possible i cant say there wa anything i didnt like
9,the location it excellent clean the room it really spacious and comfortable the staff always wa friendly and helpful отрицательный отзыв отсутствует
9,staff were welcoming and helpful especially mahima in the restaurant the food wa tasty and good value for money the double glazed window let in alot of road noise through the vent but wed brought earplug so it wa fine
9,the staff were so polite and helpful everthing wa spotless and the bed were so comfortable breakfast wa really nice with plenty of choice and we were not rushed at all or made to feel like we should leave we had nearly a 2 hour breakfast this is definately a hotel i will use again a this wa my 3 rd stay here highly recomended everything wa amazing
9,staff cleaniness food отрицательный отзыв отсутствует
9,location is excellent nothing
9,cleanliness location staff отрицательный отзыв отсутствует
9,it wa a good location and cozy room the bed were a little small for me and my boyfriend
9,clean comfortable and amazing location отрицательный отзыв отсутствует
9,we loved the room nothing
9,amazing staff on arrival room exceeded expectation and spotless fantastic facility and location for travel will defiantly be returning отрицательный отзыв отсутствует
9,breakfast delicious with plenty of choice wonderful staff throughout the hotel room wa spacious and spotlessly clean i couldnt find fault with anything
9,we were warmly welcomed by the very attentive staff on our arrival earlier than the booking in time they sorted out our room and in fact upgraded u which we really appreciated the room and facility were excellent we had an evening meal in the restaurant and again the staff were super breakfast again wa excellent we hope to return in the future and highly recommend the location is ideal for accessing the underground nothing
9,everything wa perfect and will definitely stay again in this hotel отрицательный отзыв отсутствует
9,the staff of the hotel wa very friendly and attentive the hotel ha a great location in a calm street and it is within walking distance to the museum district the room wa clean and cosy отрицательный отзыв отсутствует
9,very professional staff comfortable room great tv plenty of tea milk and toiletry it wa our anniversary and when we arrived even though very late after a show staff had made the room beautiful with rose petal balloon and chocolate so thoughtful and unexpected отрицательный отзыв отсутствует
9,the staff were very welcoming and friendly the food wa excellent it wa my daughter 21 st birthday and the staff organised prosecco and chocolate for her which wa a lovely touch couldnt fault it no complaint from u
9,large room friendly staff and quiet despite being close to a road good location with short walk to tube station the hotel staff were very welcoming and had the right friendly attitude made you feel very welcomed indeed the breakfast wa a little sparse on some item could have done a little better on fruit selection yogurt etc however the chef did cook me an omelette when asked which wa very tasty indeed
9,convenience location cleanliness nothing
9,great location staff wa super friendly and helpful room wa clean from head to toe and the bed were extremely comfy отрицательный отзыв отсутствует
9,the hotel wa very clean and in a great location the staff were lovely polite very helpful couldnt do enough for you every member of the team gave excellent service we would definitely stay there again and would recommend it to anyone отрицательный отзыв отсутствует
9,excellent front desk staffshout out to ali renailia and mujhad отрицательный отзыв отсутствует
9,excellent staff location and food room a bit chilly
9,everything great nothing
9,the staff were very nice and wa very attentive to our need we had a wonderful stay would love to use this hotel on another visit отрицательный отзыв отсутствует
9,proximity up tube station everything worked at the hotel sumptuous breakfast отрицательный отзыв отсутствует
9,we had a fantastic welcome by the staff very friendly it wa a special trip and the staff took note of this and were lovely out room wa excellent we had a good night sleep very comfortable nothing
9,this hotel is very nicely done and in an excellent location for enjoying london the staff were extremely accommodating especially ali who went out of his way to see to our need we could not have been happier with our stay nothing it wa wonderful
9,ali and the team were exceptional amazing location and great room nothing particularly wa out of place
5,clean liked amenity free water bottle refrigerator mattress were too soft and pained our back no window cleaning staff were loud in the morning since their room is right in front of u we would wake up to their talking and laughing of course we dont mind them having fun maybe just be extra mindful in the morning when guest nearby are still sleeping in in the morning carpet
9,this is my go to place when im staying in london the team are amazing shout out to annie on reception im always made feel welcome like im family coming home the bed are sooo soft that it like sleeping in a cloud best night sleep ever if you have trouble sleeping you wont here nothing this place is an absolute dream
9,great service staff very friendly helpful professional location excellent we did not eat in hotel however we did have drink and the service wa brilliant 
9,wa randomly given a room upgrade to the biggest hotel room ive ever had bathtub wa big enough to drown someone in bed big enough for four people lovely friendly and polite staff impeccably clean room and bathroom online room service menu didnt work but thats the only minor flaw i could find it wa an absolutely exceptional hotel 2 minute walk from earl court station with plenty of nearby shop and restaurant stunningly quiet for such a central location cant wait to stay there again next time im in london update the online room service link
9,location wa excellent very easy to access place we wished to visit отрицательный отзыв отсутствует
9,lovely staff so friendly and helpful nice hotel felt very safe a a solo traveller fire alarm went off at 6 am but that wasnt their fault nice hotel direct from paddington ideal for museum shopping etc 2 min walk from earl court tube they were so accomodating and helpful
9,the personnel wa very nice and helpful i would like to point out especially mr alex who wa so kind and helped me finding my lost iphone отрицательный отзыв отсутствует
9,locationstaff cleanliness отрицательный отзыв отсутствует
9,lovely welcoming and room made nice for special birthday liked everything
9,location wa excellent staff couldnt have been nicer or more helpful only complaint and it minor one wa that the supply of english breakfast tea bag wa a bit stingy
9,the team here made our stay really special made a real effort to make everything amazing the room clean and well put but the staff are the real winner of this hotel отрицательный отзыв отсутствует
9,good location none
9,location perfect so close to tube and restaurant room every quiet really easy to sleep and adjust the heating staff were very helpful and smiley nothing
9,very nice and clean good location close to te subway station restaurant coffee shop the staff also very polite and helpful отрицательный отзыв отсутствует
9,staff were excellent the room wa spotless and the location wa amazing would definitely stay again отрицательный отзыв отсутствует
9,the property is well situated and at walking distance from earl court station the hotel is on the middle of the street which make it less noisy from the main street the housekeeping is a bit slow
9,ali on reception wa lovely gave u a free room upgrade too nothing
3,staff are very friendly and good location if youre asked to stay in a room downstairs then they are freezing cold
9,been to this hotel before and it ha been great every time friendly staff and superb room clean and fantastic facility also a great location отрицательный отзыв отсутствует
9,great location easy to find close to tube great bathroom room are quite small but thats most hotel
9,amazing отрицательный отзыв отсутствует
9,friendly knowledgeable staff spacious clean updated room fast wifi and a great location step from earl court station great value for london no negative to report
9,they tried extra hard to make our stay very special the room were small had an upgrade and i couldnt imagine what the room we were going to have originally would have been
9,excellent price quality and location 
9,friendly staff and a great location отрицательный отзыв отсутствует
9,the staff couldnt do enough for you they made you feel very welcome they were very friendly and very efficient the breakfast wa good value and a good choice the room were clean and comfortable 5 minute walk to the nearest tube nothing
9,staff were amazing extremely helpful and made u feel right at home a big thank you to ali it wa our anniversary and they put decoration chocolate card and champagne in our room and gave u an upgrade will definitely return отрицательный отзыв отсутствует
9,we stayed at the this hotel recently and it wa absolutely brilliant when we arrived we were greeted by anna she made u feel very welcome along with the other staff the room wa excellent and very clean the location of the hotel great aswell we will definitely be returning in the future отрицательный отзыв отсутствует
9,the staff were amazing from beginning to end couldnt do enough for u отрицательный отзыв отсутствует
9,staff were very friendly and helpful all room facility worked properly heating system wa amazing location wa amazing near to earl court station 35 minute walk would be better if a vanity kit and toothpaste could be added
9,it wa a pleasant stay nice bed big room with space very warming staff the bathroom could be a bit cleaner specially the shower plate other than that everything wa just perfect and they cleaned the room every day
9,very welcoming and the customer service wa spot on the room wa spectacular and so wa the breakfast отрицательный отзыв отсутствует
9,bathroom wa amazing отрицательный отзыв отсутствует
9,excellent service even in the process of checking out they offered u water for our day way to get to stansted and bad servicdle without asking the bed were very comfy there wa always hot water and all the area were very warm also the room wa quite large comparing to others in london the location of the hotel wa very convenient and the area wa full of service отрицательный отзыв отсутствует
9,the staff were so welcoming upon our arrival and couldnt do enough for u on our stay we had our room upgraded upon arrival and staff couldnt do enough for u отрицательный отзыв отсутствует
9,cheap for the local area staff are always nice rohan kindly let me check in an hour or so earlier nothing it really good value
9,i love this place staff are always lovely and the room is very clean nothing
9,very clean bed wa incredibly comfortable and staff were friendly and helpful nothing
9,great friendly staff in great location clean room and good amenity room wa small but thats expected in london
9,very nice hotel in the heart of london with spacious room friendly staff отрицательный отзыв отсутствует
9,the staff were exceptional отрицательный отзыв отсутствует
9,it wa very well maintained and clean nothing
9,staff very friendly and helpful comfortable bed complimentary tea and coffee and some biscuit and location is super too отрицательный отзыв отсутствует
9,the hotel is in the centre and ha a lovely staff they are always helpful and friendly отрицательный отзыв отсутствует
9,location wa amazing customer service the room nothing
9,calm and clean friendly staff nothing all seems good to me
9,everything nil
9,the location of the hotel wa amazing it wa close to a tube station which brought you basically everywhere you needed to go and wa also central to many other amenity which wa amazing the hotel staff were so friendly and were available to help u with whatever question or request we had and were there even when we checked out in the early hour отрицательный отзыв отсутствует
9,so nice staff were so exceptional and helpful отрицательный отзыв отсутствует
9,great room nice bed staff wa very friendly and location wa excellent wifi wa bad very weak
9,staff were fantastic отрицательный отзыв отсутствует
9,great location nice facility and great sized room the lift wa a little small but it an old property
9,the little complementary wine and fruit wa a great touch the room wa ready early and i wa able to check in within 5 minute the reception had called to see if i wa happy with the room first time that ha happened to me the team are amazing offered a umbrella on rainy day and a bottle of water every day again something i have never experienced before at a hotel it wa such a wonderful experience that i have booked again for the next week something i never do ha i like to stay at different hotel each time but im absolutely sold on this one and i cant wait to come back road a little noise with the dust truck but thats being picky
9,v ery nice staff and always checking on u if we need anything else excellent location the woman at the desk named anna very wonderful and helpful strong wifi connection 
9,the location is prime to everything you would want to see first time visiting london coffee shop restaurant subway and nail salon all around the hotel отрицательный отзыв отсутствует
9,the hotel wa so near earl court station and wa perfect the staff were so polite and helpful from the chap who helped u with our bag to reception nothing wa too much trouble and they were so nice отрицательный отзыв отсутствует
9,it wa very clean nothing i disliked
9,the staff were so friendly and accommodating the room wa also lovely and really big 
9,location and amenity отрицательный отзыв отсутствует
9,the staff were very professional attentive flexible and kind i had had an operation and they helped with providing ice for the bruise and swelling and were always on hand when needed thank you for a lovely stay to all the staff i think that perhaps the restaurant could have served bigger and more exciting portion
9,location and the room wa spacious nothing
5,very clean room and general area the lift smelt very nice i wa served under cookedraw chicken although the staff apologised no one wa particularly bothered if i had eaten that it would if ruined my husband 50 th birthday celebration
9,clean and well presented wonderful friendly staff отрицательный отзыв отсутствует
9,very helpful staff lovely clean room great breakfast close to tube would definitely stay again отрицательный отзыв отсутствует
9,great central location to bus and tube and yet private and away from traffic could not fault a thing
9,nice location helpful stuff quite room отрицательный отзыв отсутствует
9,the location wa great very close to earl court station the bed wa super comfy lovely shower room had everything we needed отрицательный отзыв отсутствует
9,amazing hotel very nice staff great location comfy bed clean bathroom the room had wine glass which wa a big plus for me nothing to complain about will definitely come back also we checked in at almost 11 pm and no one had a problem with that which i wa very grateful for nothing all wa perfect
9,extremely helpful staff this hotel never disappoints i made a mistakke in my booking so i needed to stay an extra night the flexibility of the reception staff and the kindness how they managed the situation wa very professional and great i had a very pleasant stay thank you отрицательный отзыв отсутствует
9,the hotel wa very clean the staff were all very friendly one member of staff even got u a cab which wa very kind of him the hotel is not far from earl court station you can access the district and piccadilly line ie wimbledon and westminter 
9,room wa very nice and spacious and breakfast wa very nice staff friendly and very helpful 
9,they wa extremely friendly and accommodating our room wa not quite the best fit so they provided u with an upgrade straight away clean and lovely staff will definitely be back отрицательный отзыв отсутствует
9,great location very popular staff nothing
9,fabulous find my daughter and i were shopping in paris and london we searched and searched hotel in london before deciding on the grand park it wa wonderful we had a fabulous location just a few minute walk to the tube station earl courtand were able to get to heathrow the am of our flight in 45 minute using a tube pas and not changing train the staff were excellent any time we had a question they took the time to research and answer one time i mentioned i had left my water bottle in the room and they quickly grabbed me one from their back room i will stay there next time i am in london i wish i could remember everyones name but everyone at the front desk wa super there seriously wasnt anything i didnt like
9,close to station clean and lovely room 
9,i had a very good experience at this hotel the hotel staff chris zara faheem and rinesh provided top notch service i wa down with a flue and they were so kind to upgrade my room and allow me a late checkout aside from that they check on me to ensure i am feeling alright they even made me ginger tea the room itself wa very clean and the bathroom floor are heated the bed is nice and comfortable 1010 my stay at this place 
3,great location given a room with someone in already not sure he appreciated being walked in on naked the excuse wa they have two room with the same number my response wa well the key i wa given should not of worked on the door of a room that wa taken then mute response
9,the staff very nice location
9,free upgrade which wa amazing for u отрицательный отзыв отсутствует
9,the room are sparkling clean all the facility were working well the romm wa always made on time slow service at the restaurant in a single ocassion
9,room wa very large location wa excellent for a short walk to the albert hall breakfast had a good choice and the staff were all very friendly отрицательный отзыв отсутствует
9,easy location to public transport great size room and comfy bed breakfast buffet wa reasonable but did not cater very well for a vegan diet perhaps even something a simple a offering plant based milk and dairy free spread
9,great location very clean and comfortable the staff were amazing отрицательный отзыв отсутствует
9,small friendly отрицательный отзыв отсутствует
5,near to our visit destination had room no window
9,the ambience and welcoming staff nothing
9,location is great the room wa very comfortable the hotel is very clean best of all the staff is exceptional so helpful and lovely thank you very much отрицательный отзыв отсутствует
9,staff were friendly and helpful location wa excellent just down the road lot of cosy pub nearby and plenty of restaurant to go to especially if you have had a long day and want to stay close to hotel room wa perfect отрицательный отзыв отсутствует
9,clean well appointed room nice touch water bottle mini fridge wine glass good location quiet nice service one suggestion to provide a hair dryer in the room
9,convenient location helpful staff and good value room are a on the small side
9,a comfortable hotel with a friendly staff in a great location in london i will definitely stay there again отрицательный отзыв отсутствует
9,toiletry provided room very clean and staff friendly отрицательный отзыв отсутствует
9,very convenient to everything you want to see in the city room air conditioner did not work but stay during fall so did not affect u much
9,location cleanliness отрицательный отзыв отсутствует
9,we stay here every year and a always the staff are so friendly amazing location so close to the tube comfy bed nice shower cant wait to come back nothing
9,i booked this hotel because the review said that is wa quiet and also the window would open to air out the room a a covid safety precaution i wa happy to learn that both were correct i also liked the central location and easy access to public transportation the staff were very friendly and helpful i would stay there again i found the room very small but this is probably typical for london
9,room wa exceptionally clean and the quality of the room wa fantastic the staff wa extremely friendly at check in and at check out absolutely brilliant location for the tube and just 510 min from the museum on the tube the housekeeping did a fantastic job a well definitely be staying here again 100 asvise this hotel everything wa fantastic not one thing i didnt like
9,very close to tube cafe pub etc quiet and safe central location good size room at a good rate nothing of note
9,the friendliness of the staff member 
9,a always splendid great team comply big room fridge and microwave always welcome
9,very friendly and clean nothing
9,location staff and cleanliness all top notch window dont open so i wa a little warm in the morning nothing to moan about though
9,front desk staff very helpful appreciated their help checking in early and the very comfortable room отрицательный отзыв отсутствует
9,great location clean hotel rohan at reception wa very helpful accommodating and always had a smile on his face отрицательный отзыв отсутствует
9,breakfast wa gorgeous food wa fresh and very hot coffee wa really hot отрицательный отзыв отсутствует
9,friendly and helpful staff modern room nothing
9,staff very helpful pleasent nothing great location shower water get very hot
9,everything отрицательный отзыв отсутствует
9,great location exceptional staff clean close to transportation safe neighborhood plenty of restaurant and cafe отрицательный отзыв отсутствует
9,close to earl court station clean convenient good value for money in london i stayed overall 6 day during my business trip here and would gladly come back extra point for the office room free newspaper and snack and coffee during the day nothing
9,the staff very friendly polite and helpful everything wa great
9,lovely hotel and very comfortable just what i needed before taken on the london marathon na
9,the level of staffing wa amazing there were always plenty of courteous and efficient staff to respond to every question every need we had we loved everything everyone
9,hotel wa beautiful and clean greta location next to earl court tube station and the staff were friendly отрицательный отзыв отсутствует
9,the receptionist wa very polite and welcoming the superior room wa just the right size for u the bathroom wa bigger than we expected with a large shower the bed wa comfortable complementary water for the first day maid service every day about 5 minute walk from earl court underground station for u the breakfast wa cold on our 2 nd morning but a buffet breakfast is always going to be hit or miss wherever you stay
9,the staff were exceptional in making our stay the most comfortable and the room we were allocated met all our specific need отрицательный отзыв отсутствует
9,the hotel wa in a great location and wa incredibly clean they upgraded our room and made such an effort when told it wa our anniversary it wa really special and made the trip nothing
9,from start to finish our stay wa wonderful each and every one of the staff were so friendly and helpful we were celebrating our 53 rd wedding anniversary and were amazed at the bedroom being beautifully decorated with red rose petal heart shaped chocolate and prosecco every part of the hotel wa spotlessly clean breakfast wa amazing with caring smiling staff we plan to stay again when we get word from the royal albert hall about the last night of the prom being rescheduled very close to tube station we are recently retired after 33 year in hospitality and understand the importance of good friendly service and this hotel went way beyond what we expected well done park grand kensington gloria and allen 
9,everything wa good the room a adequate everything wa very clean a far a i could tell service wa fast the bed wa comfortable the location close to the earl court station made it easy to get place i had two issue that were slightly annoying one wa that i could not tell how to turn off all of the light to make the room completely dark the second wa the the toilet wa blocked by the door so it wa difficult to maneuever to the toilet
9,the room and the staff are so accommodating the staff always take the time to make you feel so comfortable i wa helped from outside the hotel with my luggage staff are so helpful отрицательный отзыв отсутствует
9,breakfast and the attending staff were brilliant nothing really
9,excellent friendly staff brilliant room cleaner and food in the restaurant wa really tasty and value for money отрицательный отзыв отсутствует
9,very clean well maintained and brilliant location the staff were wonderfully kind also отрицательный отзыв отсутствует
9,great location friendly and helpful staff room are clean spacious and comfortable отрицательный отзыв отсутствует
9,the room had everything we needed and wa cleaned daily bed wa comfy and shower great toiletry and tea coffee could have been supplied better also thought bathrobe were to be supplied but werent however this wasnt an issue
9,staff were very friendly and eager to help we were celebrating a 60 th over the bank holiday weekend and when we checked in we were upgraded and the staff had kindly left complimentary refreshment they couldnt have done more great location 
9,hotel definitely went the extra mile room wa fantastic rose and swan towel a it wa our anniversary complimentary bottle and extra drink the safe got stuck so they had someone come over to open it immediately 
9,the staff were extremely friendly the room wa modern and clean the location wa a 4 minute walk from the underground i would highly recommend this hotel for an affordable stay in london there were no elevator to our 005 room however the staff were extremely helpful and even offered assistance with carrying our bag so it did not matter much
9,lovely looking well presented property room wa a great size and had everything we needed there wa nothing i didnt like
9,good location and friendly staff everything wa good
9,this an excellent hotel the staff are thoughtful and exceptionally helpful отрицательный отзыв отсутствует
9,lovely friendly staff great location there wasnt anything i didnt like
9,excellent breakfast and great location just a short stroll from tube friendly staff and nice restraint nearby nothing
9,everyone wa very friendly and helpful the food wa excellent the location is most convenient we stayed four day the room wa small but that wa to be expected however there were no drawer for tshirts short etc
9,very clean and nice nothing at all
9,great location good standard nice breakfast отрицательный отзыв отсутствует
9,it welcome been in london having been on lot of trip this wa a special birthday worked in the leisure industry for over 30 yr the staff were fantastic nothing wa two much trouble highly recommend this hotel nothing
9,location wa perfect not too far away from anywhere station wa a 2 minute walk but still the hotel wa down a quiet road staff were so polite and welcoming made checking in and checking out so easy every time we came and left theyd say hello and goodbye room wa very clean and the cleaner wa so polite and braught u water bottle and fresh towel also slept like a baby every night the size of the room wa quite small but for what we paid i didnt expect anything more and the wifi wa quite bad didnt often get a connection
9,perfect location near underground stop plenty good restaurant around отрицательный отзыв отсутствует
9,we liked all of the facility the staff were friendly and helpful the room wa good with the winedrinks breakfast wa exceptional отрицательный отзыв отсутствует
9,great location room had everything we needed comfortable bed and good pillow отрицательный отзыв отсутствует
9,very cleanexcellent facilitiesvery friendly staff nothing
9,location helpful friendly staff excellent food clean nice room nothing
9,clean not window
9,great location 2 minute walk from underground all good review no bad loved our stay here
9,everything nothing
9,amazing location for the earl court underground bed wa very comfy and the little touch were incredible in our room thank you отрицательный отзыв отсутствует
9,amazing and friendly staff let me check in early and have me a free upgrade very comfortable room and had a pleasant stay отрицательный отзыв отсутствует
9,location with acces to train earl court in 3 minute neighborhood with nice pub and restaurant in foot distance quality breakfast and excellent staff especially wahi and anna at the reception very polite and helpfull i cannot say anything about it
9,it so convenient and comfortable and the staff are lovely and welcoming not applicable at all
9,very welcoming friendly staff accommodating clean lift wa slow
9,wow exceptional customer service from all staff but particularly colston great location quiet street 3 min walk from earl court tube or 6 min walk to gloucester road tube we arrived early but were able to check in which wa really appreciated also given a room upgrade room wa huge ha everything you need air con wa great very clean super comfy bed would recommend for a stay in london nothing everything exceeded our expectation
9,the location wa perfect it wa one block to the underground station many restaurant grocery store medical facility hair and nail salon in the area отрицательный отзыв отсутствует
9,didnt eat the breakfast nothing
9,it wa close to earl court very handy for the tube underground cant fault them
9,very clean hotelextremely helpful and friendly staff especially anna and wahi on reception and the restaurantdining room staff also location is also perfect just a short walk to the underground the gateway to everywhere in london perfect 
9,everything отрицательный отзыв отсутствует
9,everything отрицательный отзыв отсутствует
9,great location clean hotel and staff were lovely and friendly nothing
9,close to shop and subway отрицательный отзыв отсутствует
9,clean and comfortable отрицательный отзыв отсутствует
9,it wa a pleasant hotel in a lovely neighborhood the staff were very helpful and i would stay there again отрицательный отзыв отсутствует
9,location comfort отрицательный отзыв отсутствует
9,so central to earl court and othe underground train cant fault them
9,location value for money excellent staff nothing
9,comfortable room exellent shower breakfast wa fantastic all you could eat helpful staff clean facility reasonably priced bar and restaurant going home
9,location near tube a lot of restaurant close by clean friendly staff room cleaning daily with no time отрицательный отзыв отсутствует
9,from start to finish the service wa nothing short of amazing the staff were so friendly and made our stay super special even adding complimentary breakfast for the following morning the room wa lovely and had everything you could need breakfast wa lovely and the location wa fantastic we enjoyed every moment of our stay and we would come back to this hotel in a heartbeat nothing
